name,price,location,posted_date,image_name,img_link,description,price_type
مطبخ خشب,"EGP 3,000","Haram, Giza",6 hours ago,مطبخ خشب.jpg,https://images.dubizzle.com.eg/thumbnails/137284474-400x300.jpeg,"مطبخ خشب. السعر: جنيه مصري 3000. الموقع: Haram, Giza. مصنوع من الخشب تم النشر منذ 6 ساعةs مضت.",Fixed
غرفة نوم كآملة مستعملة,"EGP 6,000","Tanta, Gharbia",6 hours ago,غرفة نوم كآملة مستعملة.jpg,https://images.dubizzle.com.eg/thumbnails/130680199-400x300.jpeg,"غرفة نوم كآملة مستعملة. السعر: جنيه مصري 6000. الموقع: Tanta, Gharbia. مستعمل تم النشر منذ 6 ساعةs مضت.",Fixed
طقم سفرة كلاسيك,"EGP 32,000","Mohandessin, Giza",6 hours ago,طقم سفرة كلاسيك.jpg,https://images.dubizzle.com.eg/thumbnails/129263711-400x300.jpeg,"طقم سفرة كلاسيك. السعر: جنيه مصري 32000. الموقع: Mohandessin, Giza.  تم النشر منذ 6 ساعةs مضت.",Negotiable
غرفة نوم,"EGP 10,000","Al Hadaba Al Wosta, Mokattam",6 hours ago,غرفة نوم.jpg,https://images.dubizzle.com.eg/thumbnails/137284108-400x300.jpeg,"غرفة نوم. السعر: جنيه مصري 10000. الموقع: Al Hadaba Al Wosta, Mokattam.  تم النشر منذ 6 ساعةs مضت.",Fixed
ترابيزة  وكراسي,"EGP 7,000","Miami, Alexandria",6 hours ago,ترابيزة  وكراسي.jpg,https://images.dubizzle.com.eg/thumbnails/137283582-400x300.jpeg,"ترابيزة  وكراسي. السعر: جنيه مصري 7000. الموقع: Miami, Alexandria.  تم النشر منذ 6 ساعةs مضت.",Negotiable
اشياء للبيع,"EGP 5,500","Sporting, Alexandria",6 hours ago,اشياء للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137071445-400x300.jpeg,"اشياء للبيع. السعر: جنيه مصري 5500. الموقع: Sporting, Alexandria.  تم النشر منذ 6 ساعةs مضت.",Fixed
اثاث مكتبي مستعمل للبيع بحاله الجديد,"EGP 75,000","Nasr City, Cairo",6 hours ago,اثاث مكتبي مستعمل للبيع بحاله الجديد.jpg,https://images.dubizzle.com.eg/thumbnails/137071293-400x300.jpeg,"اثاث مكتبي مستعمل للبيع بحاله الجديد. السعر: جنيه مصري 75000. الموقع: Nasr City, Cairo. مستعمل • جديد تم النشر منذ 6 ساعةs مضت.",Negotiable
للبيع مكنة تصوير مستندات كيوسيرا إستيراد بحالة الزيرو,"EGP 11,000","Ain Shams, Cairo",6 hours ago,للبيع مكنة تصوير مستندات كيوسيرا إستيراد بحالة الزيرو.jpg,https://images.dubizzle.com.eg/thumbnails/136605624-400x300.jpeg,"للبيع مكنة تصوير مستندات كيوسيرا إستيراد بحالة الزيرو. السعر: جنيه مصري 11000. الموقع: Ain Shams, Cairo.  تم النشر منذ 6 ساعةs مضت.",Negotiable
سفره ٣ قطع خشب,"EGP 15,000","Heliopolis, Cairo",6 hours ago,سفره ٣ قطع خشب.jpg,https://images.dubizzle.com.eg/thumbnails/135146825-400x300.jpeg,"سفره ٣ قطع خشب. السعر: جنيه مصري 15000. الموقع: Heliopolis, Cairo. مصنوع من الخشب تم النشر منذ 6 ساعةs مضت.",Negotiable
غرفة نوم,"EGP 10,000","Al Hadaba Al Wosta, Mokattam",6 hours ago,غرفة نوم.jpg,https://images.dubizzle.com.eg/thumbnails/137284108-400x300.jpeg,"غرفة نوم. السعر: جنيه مصري 10000. الموقع: Al Hadaba Al Wosta, Mokattam.  تم النشر منذ 6 ساعةs مضت.",Fixed
ترابيزة  وكراسي,"EGP 7,000","Miami, Alexandria",6 hours ago,ترابيزة  وكراسي.jpg,https://images.dubizzle.com.eg/thumbnails/137283582-400x300.jpeg,"ترابيزة  وكراسي. السعر: جنيه مصري 7000. الموقع: Miami, Alexandria.  تم النشر منذ 6 ساعةs مضت.",Negotiable
اشياء للبيع,"EGP 5,500","Sporting, Alexandria",6 hours ago,اشياء للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137071445-400x300.jpeg,"اشياء للبيع. السعر: جنيه مصري 5500. الموقع: Sporting, Alexandria.  تم النشر منذ 6 ساعةs مضت.",Fixed
اثاث مكتبي مستعمل للبيع بحاله الجديد,"EGP 75,000","Nasr City, Cairo",6 hours ago,اثاث مكتبي مستعمل للبيع بحاله الجديد.jpg,https://images.dubizzle.com.eg/thumbnails/137071293-400x300.jpeg,"اثاث مكتبي مستعمل للبيع بحاله الجديد. السعر: جنيه مصري 75000. الموقع: Nasr City, Cairo. مستعمل • جديد تم النشر منذ 6 ساعةs مضت.",Fixed
للبيع مكنة تصوير مستندات كيوسيرا إستيراد بحالة الزيرو,"EGP 11,000","Ain Shams, Cairo",6 hours ago,للبيع مكنة تصوير مستندات كيوسيرا إستيراد بحالة الزيرو.jpg,https://images.dubizzle.com.eg/thumbnails/136605624-400x300.jpeg,"للبيع مكنة تصوير مستندات كيوسيرا إستيراد بحالة الزيرو. السعر: جنيه مصري 11000. الموقع: Ain Shams, Cairo.  تم النشر منذ 6 ساعةs مضت.",Negotiable
سفره ٣ قطع خشب,"EGP 15,000","Heliopolis, Cairo",6 hours ago,سفره ٣ قطع خشب.jpg,https://images.dubizzle.com.eg/thumbnails/135146825-400x300.jpeg,"سفره ٣ قطع خشب. السعر: جنيه مصري 15000. الموقع: Heliopolis, Cairo. مصنوع من الخشب تم النشر منذ 6 ساعةs مضت.",Fixed
شلت انتريه,"EGP 1,500","New Maadi, Maadi",6 hours ago,شلت انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/116797947-400x300.jpeg,"شلت انتريه. السعر: جنيه مصري 1500. الموقع: New Maadi, Maadi.  تم النشر منذ 6 ساعةs مضت.",Negotiable
٣ نجفات ٢ ابليك   ١ دلايه للبلاكونه,"EGP 4,000","Maadi, Cairo",6 hours ago,٣ نجفات ٢ ابليك   ١ دلايه للبلاكونه.jpg,https://images.dubizzle.com.eg/thumbnails/87306622-400x300.jpeg,"٣ نجفات ٢ ابليك   ١ دلايه للبلاكونه. السعر: جنيه مصري 4000. الموقع: Maadi, Cairo.  تم النشر منذ 6 ساعةs مضت.",Fixed
غرفة نوم انتيك كبيره جداً كاملة للبيع,"EGP 39,750","Mokattam, Cairo",6 hours ago,غرفة نوم انتيك كبيره جداً كاملة للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/135195614-400x300.jpeg,"غرفة نوم انتيك كبيره جداً كاملة للبيع. السعر: جنيه مصري 39750. الموقع: Mokattam, Cairo.  تم النشر منذ 6 ساعةs مضت.",Negotiable
غرفة نوم كاملة كلاسيك  من خشب الزان الاحمر وقشرة إيطالى,"EGP 7,500","Ain Shams, Cairo",6 hours ago,غرفة نوم كاملة كلاسيك  من خشب الزان الاحمر وقشرة إيطالى.jpg,https://images.dubizzle.com.eg/thumbnails/137283331-400x300.jpeg,"غرفة نوم كاملة كلاسيك  من خشب الزان الاحمر وقشرة إيطالى. السعر: جنيه مصري 7500. الموقع: Ain Shams, Cairo. مصنوع من الخشب تم النشر منذ 6 ساعةs مضت.",Fixed
غرفة سفرة ٨ كراسي وبوفيه كبير ونيش,"EGP 10,000","Moharam Bik, Alexandria",6 hours ago,غرفة سفرة ٨ كراسي وبوفيه كبير ونيش.jpg,https://images.dubizzle.com.eg/thumbnails/59372714-400x300.jpeg,"غرفة سفرة ٨ كراسي وبوفيه كبير ونيش. السعر: جنيه مصري 10000. الموقع: Moharam Bik, Alexandria.  تم النشر منذ 6 ساعةs مضت.",Fixed
مدينه  بدر,"EGP 5,000","Palm Capital, Shorouk City",6 hours ago,مدينه  بدر.jpg,https://images.dubizzle.com.eg/thumbnails/137283178-400x300.jpeg,"مدينه  بدر. السعر: جنيه مصري 5000. الموقع: Palm Capital, Shorouk City.  تم النشر منذ 6 ساعةs مضت.",Fixed
مفرش سرير,"EGP 2,800","Heliopolis, Cairo",6 hours ago,مفرش سرير.jpg,https://images.dubizzle.com.eg/thumbnails/137283145-400x300.jpeg,"مفرش سرير. السعر: جنيه مصري 2800. الموقع: Heliopolis, Cairo.  تم النشر منذ 6 ساعةs مضت.",Fixed
سفرة كاملة من دامسون استعمال خفيف جدا,"EGP 16,000","Moharam Bik, Alexandria",6 hours ago,سفرة كاملة من دامسون استعمال خفيف جدا.jpg,https://images.dubizzle.com.eg/thumbnails/137283073-400x300.jpeg,"سفرة كاملة من دامسون استعمال خفيف جدا. السعر: جنيه مصري 16000. الموقع: Moharam Bik, Alexandria.  تم النشر منذ 6 ساعةs مضت.",Fixed
غرفه سفره,"EGP 65,000","Faisal, Giza",6 hours ago,غرفه سفره.jpg,https://images.dubizzle.com.eg/thumbnails/130185384-400x300.jpeg,"غرفه سفره. السعر: جنيه مصري 65000. الموقع: Faisal, Giza.  تم النشر منذ 6 ساعةs مضت.",Negotiable
سفرة بسعر ممتاز مش هتلاقيه في اي مكان,"EGP 16,000","Shubra al-Khaimah, Qalyubia",6 hours ago,سفرة بسعر ممتاز مش هتلاقيه في اي مكان.jpg,https://images.dubizzle.com.eg/thumbnails/137282762-400x300.jpeg,"سفرة بسعر ممتاز مش هتلاقيه في اي مكان. السعر: جنيه مصري 16000. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 6 ساعةs مضت.",Negotiable
بن باج كبيره,"EGP 2,500","Maadi, Cairo",6 hours ago,بن باج كبيره.jpg,https://images.dubizzle.com.eg/thumbnails/114351872-400x300.jpeg,"بن باج كبيره. السعر: جنيه مصري 2500. الموقع: Maadi, Cairo.  تم النشر منذ 6 ساعةs مضت.",Fixed
غرفه نوم كلاسيك تحفه استخدام راقي مضيئه لليد كلها مع غرفه اطفال عموله,"EGP 2,500","Faisal, Giza",6 hours ago,غرفه نوم كلاسيك تحفه استخدام راقي مضيئه لليد كلها مع غرفه اطفال عموله.jpg,https://images.dubizzle.com.eg/thumbnails/137241306-400x300.jpeg,"غرفه نوم كلاسيك تحفه استخدام راقي مضيئه لليد كلها مع غرفه اطفال عموله. السعر: جنيه مصري 2500. الموقع: Faisal, Giza.  تم النشر منذ 6 ساعةs مضت.",Negotiable
لوحه انتيكه,"EGP 2,500","Shubra, Cairo",7 hours ago,لوحه انتيكه.jpg,https://images.dubizzle.com.eg/thumbnails/130384653-400x300.jpeg,"لوحه انتيكه. السعر: جنيه مصري 2500. الموقع: Shubra, Cairo.  تم النشر منذ 7 ساعةs مضت.",Negotiable
٤ كراسي خشب,"EGP 4,000","Smoha, Alexandria",7 hours ago,٤ كراسي خشب.jpg,https://images.dubizzle.com.eg/thumbnails/137282088-400x300.jpeg,"٤ كراسي خشب. السعر: جنيه مصري 4000. الموقع: Smoha, Alexandria. مصنوع من الخشب تم النشر منذ 7 ساعةs مضت.",Fixed
طوب انترلوك للبيع,"EGP 1,000","New Cairo, Cairo",7 hours ago,طوب انترلوك للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137282058-400x300.jpeg,"طوب انترلوك للبيع. السعر: جنيه مصري 1000. الموقع: New Cairo, Cairo.  تم النشر منذ 7 ساعةs مضت.",Fixed
غرفة نوم استعمال خفيف,"EGP 16,000","Hadayek al-Ahram, Giza",7 hours ago,غرفة نوم استعمال خفيف.jpg,https://images.dubizzle.com.eg/thumbnails/137281592-400x300.jpeg,"غرفة نوم استعمال خفيف. السعر: جنيه مصري 16000. الموقع: Hadayek al-Ahram, Giza.  تم النشر منذ 7 ساعةs مضت.",Negotiable
نيش بحالة الجديد,"EGP 3,500","Giza District, Giza",7 hours ago,نيش بحالة الجديد.jpg,https://images.dubizzle.com.eg/thumbnails/137281505-400x300.jpeg,"نيش بحالة الجديد. السعر: جنيه مصري 3500. الموقع: Giza District, Giza. جديد تم النشر منذ 7 ساعةs مضت.",Negotiable
مرتبه مستعملة,"EGP 1,500","New Cairo, Cairo",7 hours ago,مرتبه مستعملة.jpg,https://images.dubizzle.com.eg/thumbnails/137281423-400x300.jpeg,"مرتبه مستعملة. السعر: جنيه مصري 1500. الموقع: New Cairo, Cairo. مستعمل تم النشر منذ 7 ساعةs مضت.",Negotiable
Classic full king size bedroom,"EGP 30,000","New Giza Compound, 6th of October",7 hours ago,Classic full king size bedroom.jpg,https://images.dubizzle.com.eg/thumbnails/137281285-400x300.jpeg,"Classic full king size bedroom. السعر: جنيه مصري 30000. الموقع: New Giza Compound, 6th of October.  تم النشر منذ 7 ساعةs مضت.",Negotiable
اثاث وديكور,"EGP 3,000","Tura, Cairo",7 hours ago,اثاث وديكور.jpg,https://images.dubizzle.com.eg/thumbnails/134627807-400x300.jpeg,"اثاث وديكور. السعر: جنيه مصري 3000. الموقع: Tura, Cairo.  تم النشر منذ 7 ساعةs مضت.",Negotiable
مفرش سرير . .,"EGP 1,000","Laurent, Alexandria",7 hours ago,مفرش سرير . ..jpg,https://images.dubizzle.com.eg/thumbnails/80505718-400x300.jpeg,"مفرش سرير . .. السعر: جنيه مصري 1000. الموقع: Laurent, Alexandria.  تم النشر منذ 7 ساعةs مضت.",Negotiable
اوضه نوم للبيع,"EGP 10,000","Abasiya, Cairo",7 hours ago,اوضه نوم للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137281116-400x300.jpeg,"اوضه نوم للبيع. السعر: جنيه مصري 10000. الموقع: Abasiya, Cairo.  تم النشر منذ 7 ساعةs مضت.",Negotiable
طقم الهلال والنجمه ترابيزه واربع كراسى,"EGP 2,200","6th of October, Giza",7 hours ago,طقم الهلال والنجمه ترابيزه واربع كراسى.jpg,https://images.dubizzle.com.eg/thumbnails/116390322-400x300.jpeg,"طقم الهلال والنجمه ترابيزه واربع كراسى. السعر: جنيه مصري 2200. الموقع: 6th of October, Giza.  تم النشر منذ 7 ساعةs مضت.",Fixed
طقم كنب وطاوله رخام,"EGP 9,000","Dar Misr, Borg al-Arab",7 hours ago,طقم كنب وطاوله رخام.jpg,https://images.dubizzle.com.eg/thumbnails/137280901-400x300.jpeg,"طقم كنب وطاوله رخام. السعر: جنيه مصري 9000. الموقع: Dar Misr, Borg al-Arab.  تم النشر منذ 7 ساعةs مضت.",Fixed
مطبخ كونتر بالكامل استعمال بسيط,"EGP 7,700","New Heliopolis, Cairo",7 hours ago,مطبخ كونتر بالكامل استعمال بسيط.jpg,https://images.dubizzle.com.eg/thumbnails/137280900-400x300.jpeg,"مطبخ كونتر بالكامل استعمال بسيط. السعر: جنيه مصري 7700. الموقع: New Heliopolis, Cairo.  تم النشر منذ 7 ساعةs مضت.",Fixed
غرفه نوم للبيع,"EGP 50,000","New Capital City, Cairo",7 hours ago,غرفه نوم للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137280840-400x300.jpeg,"غرفه نوم للبيع. السعر: جنيه مصري 50000. الموقع: New Capital City, Cairo.  تم النشر منذ 7 ساعةs مضت.",Fixed
حوض مطبخ تركى,"EGP 2,500","6th of October, Giza",7 hours ago,حوض مطبخ تركى.jpg,https://images.dubizzle.com.eg/thumbnails/87675765-400x300.jpeg,"حوض مطبخ تركى. السعر: جنيه مصري 2500. الموقع: 6th of October, Giza.  تم النشر منذ 7 ساعةs مضت.",Negotiable
زينه مواسير ستاير,EGP 200,"Mountain View iCity Compound, 6th of October",7 hours ago,زينه مواسير ستاير.jpg,https://images.dubizzle.com.eg/thumbnails/137280810-400x300.jpeg,"زينه مواسير ستاير. السعر: جنيه مصري 200. الموقع: Mountain View iCity Compound, 6th of October.  تم النشر منذ 7 ساعةs مضت.",Fixed
لقطه لسرعه البيع,"EGP 28,000","Zahraa Al Maadi, Cairo",7 hours ago,لقطه لسرعه البيع.jpg,https://images.dubizzle.com.eg/thumbnails/137280556-400x300.jpeg,"لقطه لسرعه البيع. السعر: جنيه مصري 28000. الموقع: Zahraa Al Maadi, Cairo.  تم النشر منذ 7 ساعةs مضت.",Negotiable
